no,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,Negara,lintang,bujur,akreditasi,Status ,rank_qs,rank_country
106,Sekolah Tinggi Ilmu Administrasi Menara Siswa,43033,NULL,16310,2518616927,2518616909,info@menarasiswa.ac.id,Jl Parung Hijau No 24 Kemang ,Bogor,Jawa Barat,Indonesia,-6.6351464,106.9382684,B,swasta,NULL,NULL
107,Akademi Kebidanan Bangka Belitung,24109,NULL,0,0717 439090,0717 439090,NULL,Jl Majapahit No 294 Kec Tamansari,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
108,Universitas Panji Sakti Singaraja,81008,UNIPAS,81117,36223588,36226839,humas@unipas.ac.id,Jalan Bisma No 22 Singaraja- Bali,Buleleng,Bali,Indonesia,-8.120786,115.090538,Baik,swasta,NULL,NULL
109,Akademi Analis Kesehatan Theresiana,64159,AAK Theresiana,50134,248313054,248313054,aaktheresiana@yahoo.com,Jl.Mayjen Sutoyo 69 Semarang,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
110,Sekolah Tinggi Ilmu Kesehatan Banten,43231,NULL,15318,2175871242,2175871267,pr.stikesbanten@gmail.com,JI.  Raya  Rawa  Buntu  No.  10  BSD City,Tangerang Selatan,Banten,Indonesia,-6.3153652,106.6761813,Baik,swasta,NULL,NULL
111,Akademi Kebidanan Medica Putro Bungsu,134023,AKBID MPB,23700,0656 322491,0656 322491,akbidputrobungsu@yahoo.co.id,Jl. T. Ben Mahmud  Tapak Tuan,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
112,"STAI Darul Ma`arif, Cipete Jakarta Selatan",213464,NULL,     ,NULL,NULL,NULL,-,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
113,Politeknik API Yogyakarta,55001,"POLTEK API""",55281,(0274) 485554,(0274) 485275,info@poltekapi.ac.id,JL.WISATA BABARSARI TB XV/15 YOGYAKARTA,Sleman,Daerah Istimewa Yogyakarta,Indonesia,-7.7762508,110.4180078,Baik,swasta,NULL,NULL
114,Universitas Persatuan Guru Republik Indonesia Semarang,61038,UPGRIS,50125,248316377,248448217,upgris@upgris.ac.id,"Jalan Lontar No 1 Semarang
",Semarang,Jawa Tengah,Indonesia,-6.9893651,110.4353466,Baik Sekali,swasta,NULL,NULL
115,Universitas Katolik Widya Mandala Surabaya,71003,UKWMS,60265,315678478,315610818,pr-office@ukwms.ac.id,Jalan Dinoyo No 42-44 ,Nunukan,Kalimantan Utara,Indonesia,7.29001,112.7423885,A,swasta,NULL,NULL
116,AMIK Dian Cipta Cendikia,24033,AMIK DCC,35145,721250766,721250766,amik@dcc.ac.id,"Jl. Cut Nyak Dien No. 65, Durian Payung
Bandar Lampung",Pulang Pisau,Kalimantan Tengah,Indonesia,-3.385705,113.987218,NULL,swasta,NULL,NULL
117,Akademi Optometri Yogyakarta,54071,AKTRIYO,NULL,0274 4350353,NULL,info@aktriyo.ac.id,NULL,Bantul,Daerah Istimewa Yogyakarta,Indonesia,-7.830049,110.456249,Baik,swasta,NULL,NULL
118,Institut Agama Islam Imam Ghozali (IAIIG) Cilacap,212019,IAIIG,53274,282695415,282695407,info@iaiig.ac.id,Jl. Kemerdekaan Barat No. 17 Kesugihan Kidul Kesugihan Cilacap,Cilacap,Jawa Tengah,Indonesia,-7.624806,109.113594,Baik,swasta,NULL,NULL
119,Sekolah Tinggi Ilmu Pertanian Agrobisnis Perkebunan (STIP-AP),13131,NULL,20000,061 6637060,061 6626861,medan@stipap.ac.id,Jl Willem Iskandar Sampali Medan Estate,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
120,Akademi Kebidanan Bunda Auni Bogor,44204,AKBID BUNDA AUNI,16969,(021)82403873,(021)82410136,bunda_auni@yahoo.com,Villa Nusa Indah Blok E1 NO 2,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
121,Universitas Islam Negeri K.H. Abdurrahman Wahid Pekalongan,201028,UIN Gusdur,51141,(0285) 412575,(0285) 423418,info@uingusdur.ac.id,Jl. Kusuma Bangsa No.9,Pekalongan,Jawa Tengah,Indonesia,-6.8671636,109.6775222,Unggul,swasta,NULL,NULL
122,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,153005,STIKOM UYELINDO,85000,"03808430672, 855450",3808554502,suyelindo@gmail.com,"Jl Perintis Kemerdekaan I Kayu Putih, kupang-NTT",Kupang,Nusa Tenggara Timur,Indonesia,-10.16291,123.623801,B,swasta,NULL,NULL
123,Universitas Riau Indonesia,171048,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
124,Akademi Kebidanan Global Medika,74114,NULL,12345, , , ,Madiun ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
125,Institut Kesehatan Helvetia,12006,NULL,20124,6142084106,6142084106,info@helvetia.ac.id,Jl. Kapten Sumarsono no.107 Medan,Medan,Sumatera Utara,Indonesia,3.615449,98.649696,B,swasta,NULL,NULL
126,"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah",213392,STAINU Temanggung,56229,0293 493361,0293 493361,stainutmg@yahoo.co.id,Jl. Suwandi Suwardi Km. 1,Temanggung,Jawa Tengah,Indonesia,-7.331625,110.202025,Baik,swasta,NULL,NULL
127,Universitas Ivet ,61049,UNISVET,NULL,248316105,248316105,info@ivet.ac.id,NULL,Semarang,Jawa Tengah,Indonesia,-7.0206696,110.3977993,B,swasta,NULL,NULL
128,Institut Informatika Dan Bisnis Darmajaya,22001,IIB Darmajaya,35142,"(0721)787214, 781310",(0721)700261,info@darmajaya.ac.id,Jl ZA Pagar Alam No 93 Labuhan Ratu (dh. STMIK-STIE Daramajaya),Bandar Lampung,Lampung,Indonesia,-5.37741,105.24986,Baik Sekali,swasta,NULL,NULL
129,STKIP PGRI Pacitan,73065,STKIP Pacitan,63515,357881488,357884724,info@stkippacitan.ac.id,Jl Cut Nyak Dien ,Pacitan,Jawa Timur,Indonesia,-8.205838,111.101037,B,swasta,NULL,NULL
130,STIKES Bhakti Mandala Husada Slawi,63071,STIKES BHAKTI MANDAL,52416,(0283)6197570,(0283)6198450,stikes_bhamada@yahoo.com,"Jl Cut Nyak Dhien 16 Kalisapu, Kabupaten Tegal, Jawa Tengah",Tegal,Jawa Tengah,Indonesia,-6.9918219,109.1201323,NULL,swasta,NULL,NULL
131,Akademi Manajemen Kesatuan Bogor,44028,NULL,16123,0251 8311507,0251 8319925,amk@amk.ac.id,Jalan Ranggagagading No 1 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
132,Akademi Kebidanan Surya Sehat,74118,NULL,12345, 0315947185 ext.106,315947185, Suryasehatyes@gmail.com,Surabaya ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
133,STIT Sunan Giri Trenggalek,213275,STIT SURI TRENGGALEK,66316,0355 794017,0355 796030,stitsuritrenggalek@gmail.com,JL. KI MANGUN SARKORO NO. 17 B TRENGGALEK,Trenggalek,Jawa Timur,Indonesia,-8.051656,111.718131,Baik,swasta,NULL,NULL
134,Sekolah Tinggi Hindu Dharma Klaten Jawa Tengah,243007,STHD,57438,0272 3352795,0272 3352795,sthdjawatengah@gmail.com,"Morangan Rt. 01 Rw. 01 Karanganom,  Kec. Klaten Utara, Kab. Klaten Jawa Tengah
",Klaten,Jawa Tengah,Indonesia,-7.7356226,110.6330405,Baik,swasta,NULL,NULL
135,STIKES Ichsan Medical Centre Bintaro,43314,STIKes IMC Bintaro,15224,87771596396,2174865310,stikesimcbintaro@yahoo.com,Jalan Raya Jombang no 56 ,Tangerang Selatan,Banten,Indonesia,-6.2921597,106.7042553,Baik,swasta,NULL,NULL
136,STIE Ottow & Geissler Fak-fak,143007,NULL,98613,(0956) 23752,(0956) 23752, stieog_ff@yahoo.com,Jalan Imam Bonjol ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
137,Sekolah Tinggi Ilmu Ekonomi Ekuitas,43022,STIE EKUITAS BANDUNG,40124,227276323,227204597,info@ekuitas.ac.id,Jl. PHH. Mustopa No. 31 Bandung,Bandung,Jawa Barat,Indonesia,-6.897881,107.637963,B,swasta,NULL,NULL
138,Akademi Farmasi Jember,74122,AKFAR Jember,68125,0331  338884,0331  338884,akfarjember@gmail.com,Jl. Pangandaran no.42 Antirogo Jember ,Jember,Jawa Timur,Indonesia,-8.141921,113.736299,Baik,swasta,NULL,NULL
139,Sekolah Tinggi Teologi Injili Efrata Sidoarjo,233167,STTI Efrata Sidoarjo,0,318533827, , sttiewaru@yahoo.com, ,Sidoarjo,Jawa Timur,Indonesia,-7.3730014,112.7125311,NULL,swasta,NULL,NULL
140,STIKES Assyifa Aceh,133051,STIKes Assyifa Aceh,NULL,81274551729,NULL,assyifastikes@gmail.com,NULL,Banda Aceh,Aceh,Indonesia,5.5386074,95.3300281,Baik,swasta,NULL,NULL
141,Universitas Cendekia Mitra Indonesia,51029,UNICIMI,NULL,NULL,NULL,info@unicimi.ac.id,NULL,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,-7.8209382,110.4002126,NULL,swasta,NULL,NULL
142,Institut Pemerintahan Dalam Negeri,342001,IPDN,45363,227798252,227798256,mail@ipdn.ac.id," Jl. Ir. Soekarno Km. 20 Sumedang, Jawa Barat",Natuna,Kepulauan Riau,Indonesia,6.56,107.45,Baik Sekali,swasta,NULL,NULL
143,Universitas Alma Ata,51021,UAA,55011,(0274) 434 2288, (0274) 434 2269,admin@almaata.ac.id; uaa@almaata.ac.id,Jalan Ringroad Barat Daya No 1 Tamantirto,Bantul,Daerah Istimewa Yogyakarta,Indonesia,-7.818318,110.324402,B,swasta,NULL,NULL
144,Akademi Bahasa Asing Widya Dharma,114047,NULL,78117,0561731966 EXT 803,561739191,NULL,Jalan HOS Cokroaminoto No 445 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
145,Akademi Kebidanan Bunga Kalimantan,114067,AKBID BK,70123,5113307631,5113307632, akbid_bk@yahoo.co.id,Jl Brigjen H Hasan Basri No 4D ,Banjarmasin,Kalimantan Selatan,Indonesia,-3.2808005,114.588139,NULL,swasta,NULL,NULL
146,STMIK PPKIA Tarakanita Rahmawati ,113075,PPKIA,77111,55133758,55133680,stmik@ppkia.ac.id,Jl. Yos Sudarso 8 Tarakan - Kalimantan Timur,Tarakan,Kalimantan Utara,Indonesia,3.3080255,117.5836645,Baik,swasta,NULL,NULL
147,Politeknik Karya Persada Muna,95015,PKPM,NULL,4032522260,4032522260,munapoliteknikkaryapersada@gmail.com,NULL,Muna Barat,Sulawesi Tenggara,Indonesia,-4.5343038,122.3807727,NULL,swasta,NULL,NULL
148,Universitas Jember,1025,UNEJ,68121,331330224,331337422,humas@unej.ac.id,Jalan Kalimantan No 37 Kampus Tegalboto,Jember,Jawa Timur,Indonesia,-8.165006,113.716419,Unggul,negeri,NULL,NULL
149,Akademi Komunitas Qurrota A'yun,46005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
150,Universitas Metamedia,101044,META-U,NULL,(0751) 7056199 ,NULL,rektorat@metamedia.ac.id,NULL,Padang,Sumatera Barat,Indonesia,-0.9225723,100.3597011,B,swasta,NULL,NULL
151,Universitas Hasanuddin,1005,Unhas,90245,411586200,411585188,rector@unhas.ac.id,Jl Perintis Kemerdekaan Km 10 Tamalanrea,Makassar,Sulawesi Selatan,Indonesia,-5.1310553,119.484725,Unggul,negeri,1004,12
152,Akademi Kebidanan Kartini Jakarta,34212,AK2J,12345, 021 722 4216, 021 727 92292,contact@akbidkartinijkt.ac.id dan akbid.kartini@gmail.com,Jakarta ,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.2382247,106.77037,NULL,swasta,NULL,NULL
153,Sekolah Tinggi Ilmu Ekonomi Syari'ah Alifa Pringsewu Lampung,214005,STIES ALIFA,NULL,811791114,NULL,admin@sties.alifa.ac.id,Jl. Jenderal Ahmad Yani Gang Gunung Sari No. 03,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
154,Institut Agama Islam Nahdlatul Ulama Tuban,212086,IAINU TUBAN,62318,(0356) 331 572,(0356) 331 572,sekretariat@iainutuban.ac.id,Jl. Manunggal Nomor 10-12 Kel. Sukolilo Kec. Tuban,Tuban,Jawa Timur,Indonesia,-6.9003055,112.0786426,Baik,swasta,NULL,NULL
155,Politeknik Tugu Jakarta,35006,Poltektugu,12620,2178893055,2178893056,info@poltektugu.info,"Jalan M Kahfi 2 No 48 Lenteng Agung, Jagakarsa - Jakarta Selatan",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
156,Akademi Pariwisata Bandung,44050,Akpari Bandung,40134,2287316053,NULL,akparibandung06@gmail.com,Jalan Terusan Tubagus Ismail Raya No.13,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
157,Akademi Keperawatan Harapan Mama Deli Serdang,14196,NULL,12345,617382286,617382285,NULL,"Jln.Medan-Batang Kuis Km.14,5 No.140 Sei Rotan Deli Serdang",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
158,Universitas Multimedia Nusantara Jakarta,31051,UMN,15111,021 5422 0808,021 5422 0800,rektorat@umn.ac.id,Scientia Garden Jln. Boulevard Gading Serpong Tangerang Banten,Tangerang,Banten,Indonesia,-6.2563034,106.6187096,Unggul,swasta,NULL,NULL
159,Sekolah Tinggi Ilmu Ekonomi Musi Rawas,23045,STIE MURA Lubuklingg,31625,(0733) 452218,0733 452218,stie@muralinggau.ac.id,Jalan Yos Sudarso Kelurahan Lubuk Kupang Kecamatan Lubuklinggau Selatan I ,Lubuk Linggau,Sumatera Selatan,Indonesia,-3.273734,102.964885,NULL,swasta,NULL,NULL
160,Universitas Pembangunan Indonesia Manado,161012,UNPI,95115,431827686,431865319,unpimanado@yahoo.com | info@unpi.ac.id,Jl Wolter Mongisidi VI129 Lingkungan II Bahu,Manado,Sulawesi Utara,Indonesia,1.459149,124.824278,Baik,swasta,NULL,NULL
161,Universitas Ichsan Gorontalo,161014,Unisan,96115,435829975,435829976,info@unisan.ac.id,Jalan Raden Saleh No 17 ,Gorontalo,Gorontalo,Indonesia,0.5559166,123.0568635,B,swasta,NULL,NULL
162,Universitas Katolik Widya Mandala Madiun,71053,NULL,63131,"(0351) 453328,463311",(0351) 453167,baak@widyamandala.ac.id,Jl Manggis N0 15-17 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
163,Politeknik Kelautan dan Perikanan Jembrana,395009,NULL,NULL,(0365)4503980,(0365)4503980,poltekkpjembrana@gmail.com,NULL,Jembrana,Bali,Indonesia,-8.390252,114.578389,Baik Sekali,swasta,NULL,NULL
164,Politeknik Gistrav ,55015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
165,AKPER Putra Pertiwi Watansoppeng,94098,NULL,90851,85341744450, , akper.putrapertiwiwatansoppeng@yahoo.com,Jalan Malaka Raya No 07,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
166,Sekolah Tinggi Ilmu Ekonomi Sabang,133003,STIES Banda Aceh,23116,65153051,65153051,info@stiesabang.ac.id,Jalan Prada Utama No. 15 Gampong Pineung,Banda Aceh,Aceh,Indonesia,5.568209,95.352222,Baik Sekali,swasta,NULL,NULL
167,Akademi Kebidanan Indragiri,104136,AKI,0,76121877,76121877,akbidindragiri73@gmail.com, ,Indragiri Hulu,Riau,Indonesia,-0.376093,102.5556191,Baik,swasta,NULL,NULL
168,Akademi Keperawatan Dharma Husada Cirebon,44185,ADHC,12345,0231 8804901,NULL,kontak@dharmahusadacrb.ac.id,Jalan Perjuangan Majasem ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
169,Akademi Kebidanan Pelita Andalas,104118,AKBID PA,26114,(0752) 34448/626562,(0752)34448,pelita.andalas2008@gmail.com,Jln. Veteran No. 202 Simpang Jirek Bukittinggi- Sumatera Barat,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
170,Sekolah Tinggi Ekonomi dan Bisnis Islam Yayasan Pelita Ilmu Insani,213760,STEBIS YPII,NULL,816333040,NULL,ypiistebis@gmail.com,NULL,Bekasi,Jawa Barat,Indonesia,-6.2500324,107.2358,NULL,swasta,NULL,NULL
171,Universitas 17 Agustus 1945 Cirebon,41010,UNTAG Cirebon,45135,231481945,231485345,akademik_center@untagcirebon.ac.id,Jalan Perjuangan No 17 By Pass,Cirebon,Jawa Barat,Indonesia,-6.7356515,108.5348854,B,swasta,NULL,NULL
172,"STAI DDI Pangkep, Sulawesi Selatan",213342,STAI DDI Pangkep,90613,82347907766,4102311110,staiddi.pangkep@gmail.com,Jl. Sultan Hasanuddin Poros Makassar-Parepare Kel. Bonto Perak Kec. Pangkajene,Pangkajene Kepulauan,Sulawesi Selatan,Indonesia,-4.8529977,119.5598745,Baik,swasta,NULL,NULL
173,Akademi Pariwisata Dharma Nusantara Sakti,54028,AKPARDA YOGYAKARTA ,55281,"0274376830, 388434",NULL,"akpardayk@yahoo.com, info@akparda.ac.id",Jl. Bintaran kidul 12 Yogyakarta,Natuna,Kepulauan Riau,Indonesia,7.8111849,110.3747515,Baik,swasta,NULL,NULL
174,STAI Almuslim Bireun,213277,INSTITUT AGAMA ISLAM,24261,(0644) 441989 ,(0644) 441989 , ,"Jln. Banda Aceh-Medan, Simpang Paya Lipah, Peusangan, Bireuen Aceh",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
175,STMIK Banten Jaya,43112,NULL,42120,254217066,254209583,stmik@stmikbaja.ac.id,Jalan Ciwaru Raya No 73 Warung Pojok,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
176,Politeknik Negeri Banyuwangi,5035,POLIWANGI,68461,(0333)636780,(0333)636780,poliwangi@poliwangi.ac.id,Jl.Raya Jember KM 13 Labanasem Kecamatan Kabat Kabupaten Banyuwangi ,Banyuwangi,Jawa Timur,Indonesia,-8.295391,114.30729,Baik Sekali,negeri,NULL,NULL
177,STMIK Handayani Makassar,93069,STMIK Handayani,90232,4114673369,NULL,info@handayani.ac.id,Jl. Adyaksa Baru No. 1 ,Pangkajene Kepulauan,Sulawesi Selatan,Indonesia,-5.9608792,118.6410263,NULL,swasta,NULL,NULL
178,Sekolah Tinggi Ilmu Komunikasi Pembangunan,13042,STIK-P,20217,617361898,617353665,adminstikp@stikpmedan.ac.id,Jalan Sisingamangaraja No 84 ,Medan,Sumatera Utara,Indonesia,3.565279,98.6920078,Baik,swasta,NULL,NULL
179,Politeknik Kesehatan Majapahit,75006,Poltekkes majapahit,61363,321329915,321331736,stikespoltekkes.majapahit@gmail.com,Jalan Raya Jabon Km 2 Gayaman ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
180,Politeknik Gajah Tunggal,45003,Poltek-GT,15135,215900468,215900481,administrasi@poltek-gt.ac.id,Jalan Gatot Subroto KM-7 Komplek Gajah Tunggal,Tangerang,Banten,Indonesia,-6.1930445,106.5691343,Baik,swasta,NULL,NULL
181,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,113005,STIENAS BANJARMASIN,70114,5114364563,5113365449, stienasbanjarmasin@gmail.com,Jalan Mayjend Soetoyo S No 126 ,Banjarmasin,Kalimantan Selatan,Indonesia,-3.3192618,114.5870678,Baik,swasta,NULL,NULL
182,Sekolah Tinggi Pariwisata Bandung,383002,STP BANDUNG,40141,222011456,222012097,contact@stp-bandung.ac.id, Jl. Dr. Setiabudhi 186 Bandung,Bandung,Jawa Barat,Indonesia,-6.8684422,107.5946653,B,swasta,NULL,NULL
183,Politeknik Penerbangan Surabaya,425010,POLTEKBANG SURABAYA,NULL,62 31 8410871, 62 31 8490005, mail@poltekbangsby.ac.id,NULL,Surabaya,Jawa Timur,Indonesia,-7.334509,112.735848,Baik Sekali,swasta,NULL,NULL
184,STIKES Al-Insyirah Pekanbaru,103118,STIKES AI-INSYIRAH,12345,(0761)27058,NULL,akademik@stikes-alinsyirah.ac.id,"Jl. Delima No. 05 Panam, Pekanbaru.",Pekanbaru,Riau,Indonesia,0.4723853,101.4752412,Baik,swasta,NULL,NULL
185,Sekolah Tinggi Teknologi Nusantara Lampung,23026,STTN Lampung,35151,721781177,721781177, sttnusantaralampung@gmail.com,Jalan Sam Ratulangi Gang Anggrek Ii No 35,Bandar Lampung,Lampung,Indonesia,-5.3778385,105.2908472,Baik,swasta,NULL,NULL
186,Akademi Kebidanan Kharisma Husada Binjai,14207,NULL,12345, (061) 8821859,  (061) 8821859, akbidkharismahusada@ymail.com," JL. Padang Sidimpuan, No.18, Binjai, Kota Binja",NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
187,Universitas Amikom Yogyakarta,51024,AMIKOM YOGYAKARTA,NULL,(0274)884201,(0274)884208,amikom@amikom.ac.id,Jalan Ring Road Utara Condong Catur Depok-Sleman,Sleman,Daerah Istimewa Yogyakarta,Indonesia,-7.7599005,110.409041,B,swasta,NULL,NULL
188,Institut Teknologi dan Kesehatan Jakarta,32024,NULL,NULL,(021)8461155,(021)8463692,enquiry@itkj.ac.id,NULL,Bekasi,Jawa Barat,Indonesia,-6.269901,106.912304,NULL,swasta,NULL,NULL
189,Akademi Perikanan Ibrahimy,74036,NULL,68374,(0338) 451307,(0338) 453068,aperiki2001@gmail.com,Jl Raya Banyuwangi Ponpes Salafiyah Safiiyah,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
190,Akademi Kebidanan Ibtisam Aulia,14176,NULL,21224,62343602, ,akbid_ibtisam@yahoo.co.id,Jalan Jenderal Sudirman ,Asahan,Sumatera Utara,Indonesia,3.012358,99.6088,NULL,swasta,NULL,NULL
191,Sekolah Tinggi Ilmu Kesehatan YLPP Purwokerto,63118,NULL,NULL,281641655,281633273,stikes.ylpp@gmail.com,NULL,Banyumas,Jawa Tengah,Indonesia,-7.4492126,109.2407942,NULL,swasta,NULL,NULL
192,Universitas Muhammadiyah Sumatera Barat,101002,UM Sumatera Barat,25172,7514851002,751482274,info@umsb.ac.id,Jalan Pasir Kandang No 4 Koto Tangah,Padang,Sumatera Barat,Indonesia,-0.856064,100.3328012,Baik Sekali,swasta,NULL,NULL
193,Sekolah Tinggi Teknologi Telematika Telkom,63090,ST3 Telkom,53147,281641629,281641630,info@st3telkom.ac.id,Jalan DI Panjaitan No 128 ,Banyumas,Jawa Tengah,Indonesia,-7.4351437,109.249869,NULL,swasta,NULL,NULL
194,Institut Agama Islam Persis Bandung,212127,IAI Persis Bandung,NULL,224057961,2240157961,info@staipibdg.ac.id,NULL,Bandung,Jawa Barat,Indonesia,-6.9716437,107.6454955,NULL,swasta,NULL,NULL
195,Institut Agama Kristen Negeri Palangka Raya,222006,IAKN Palangka Raya,NULL,NULL,NULL,-,NULL,Palangkaraya,Kalimantan Tengah,Indonesia,-2.2595346,113.9158591,NULL,swasta,NULL,NULL
196,Akademi Audiologi Indonesia Jakarta,34206,AAI,12345, 0213900002/326, , audiologi.proklamasi@gmail.com,Jakarta ,Administrasi Jakarta Pusat,DKI Jakarta,Indonesia,-6.2020374,106.8470836,NULL,swasta,NULL,NULL
197,Universitas Sehati Indonesia,41126,USINDO,NULL,NULL,NULL,univ.sehatiindonesia@gmail.com,NULL,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
198,Politeknik Bisnis dan Pasar Modal,35015,BCM College,NULL,021 71794465,021 71794465,akademik@bcm.ac.id,NULL,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.2403493,106.8175768,Baik,swasta,NULL,NULL
199,Akademi Pariwisata Dan Perhotelan Darma Agung,14008,APP-DA,20153,(061) 4529514,(061) 4529514,appdarmaagung@yahoo.co.id,Jl Dr Td Pardede No 21 ,NULL,NULL,Indonesia,0,0,B,swasta,NULL,NULL
200,Universitas Muhammadiyah Barru,91086,Unmuhbaru,NULL, 0427 – 2323494,NULL,: unmuhbarru@gmail.com,NULL,Pangkajene Kepulauan,Sulawesi Selatan,Indonesia,-4.3371738,118.832094,NULL,swasta,NULL,NULL
201,Sekolah Tinggi Ilmu Komunikasi Inter Studi,33106,STIKOM Interstudi,12160,217262111,2172798060,stikom@interstudi.edu,"Jalan Wijaya II/62 Kebayoran Baru, Jakarta Selatan ",Bekasi,Jawa Barat,Indonesia,-6.3434791,106.9971137,Baik,swasta,NULL,NULL
202,IAIN Syekh Nurjati Cirebon,202007,IAIN SNJ Cirebon,45132,231481264,231489926,info@syekhnurjati.ac.id,Jl. Perjuangan ByPass Sunyaragi Cirebon,Cirebon,Jawa Barat,Indonesia,-6.73527,108.5336519,B,swasta,NULL,NULL
203,Universitas Ubudiyah Indonesia,131010,Ubudiyah,23231,6517555565,6517555566,info@uui.ac.id,"JL. Alue Naga Desa Tibang, Kec. Syiah Kuala, Kota Banda Aceh.",Banda Aceh,Aceh,Indonesia,5.586353,95.351413,Baik,swasta,NULL,NULL
204,Akademi Teknologi Lorena,14021,NULL,20119,614573158,4154154,NULL,Jl Gatot Subroto No 325 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
205,STKIP Surya,43321,STKIP Surya,15810,(021) 70207727,(021) 70200272,akademik@stkipsurya.ac.id,"Scientia Boulevard Blok U No 7
Gading Serpong, Tangerang ",NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
206,STIKES Nurul Hasanah Kutacane,133041,STIKes YNH,12345,81376225119, (0629)21934,stikesynh@gmail.com,Jl.  Ahmad  Yani No 23 Pulo Kemiri,Aceh Tenggara,Aceh,Indonesia,3.49517,97.807816,NULL,swasta,NULL,NULL
207,Akademi Komunitas Miftahus Sa'adah Grobogan,66005,NULL,NULL,NULL,NULL,NULL,NULL,Grobogan,Jawa Tengah,Indonesia,-7.0423935,111.097669,NULL,swasta,NULL,NULL
208,Universitas Bandar Lampung,21012,UBL,35142,721701463,721701463,www@ubl.ac.id,Jalan ZA Pagar Alam No 26 Labuhan Ratu,Bandar Lampung,Lampung,Indonesia,-5.378832,105.252126,B,swasta,NULL,NULL
209,Akademi Kebidanan Bhakti Asih Purwakarta,44175,NULL,41181,6.23E+11,6.23E+11,admin@akbidbhaktiasih.ac.id,Jl Veteran Ciseureuh No 254 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
210,Sekolah Tinggi Teologi Global Glow Indonesia Jakarta,233282,NULL,10340,2129937555,2129937575,office@sttggi.ac.id,"Thamrin Residences P9
Jl. Thamrin Boulevard, Kebon Melati - Tanah Abang
Jakarta ",Administrasi Jakarta Pusat,DKI Jakarta,Indonesia,-6.1970412,106.8169786,Baik,swasta,NULL,NULL
211,Akademi Kebidanan Bhakti Kencana,84031,NULL,12345,370647130,370647130,bhaktikencana@yahoo.co.id,Jalan Sultan Salahuddin No. 32 Tanjung Karang Mataram NTB,Mataram,Nusa Tenggara Barat,Indonesia,-8.601672,116.080292,NULL,swasta,NULL,NULL
212,Universitas Wirahusada Medan,11068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
213,Universitas Palangka Raya,1024,NULL,27111,5363227111,5363227111,info@upr.ac.id,Kampus Unpar Tunjung Nyaho Jl. Yos Sudarso,NULL,NULL,Indonesia,0,0,Baik Sekali,negeri,NULL,NULL
214,Akademi Keperawatan Anging Mammiri Pemprov Sulsel,344061,NULL,0, , , , ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
