campus_name,alamat,kota
"Stai Rasyidiyah Khalidiyah (Rakha) Amuntai, Kalimantan Selatan",Jl. Rakha Pakapuran Amuntai,Hulu Sungai Utara
Stiper Sawahlunto Sijunjung,Jalan H Agus Salim No 17,Sijunjung
Stikes Sakinah Husada Tanjung Balai,"Jln. Anwar Idris (Sei Dua) Kel. Bunga Tanjung, Kec. Datuk Bandar Timur Kota Tanj",Tanjung Balai
Akademi Keperawatan Kendal,Arif Rahman No 10,Nan
Institut Ilmu Kesehatan Bhakti Wiyata Kediri,Jl Kh Wachid Hasyim No 65,Kediri
Universitas Muhammadiyah Tegal,Nan,Nan
Stt Pokok Anggur Jakarta,Jalan Kerajinan 5 Jakarta Barat,Administrasi Jakarta Barat
Sekolah Tinggi Manajemen Informatika Dan Komputer Pgri Arungbinang Kebumen,Nan,Nan
Akademi Teknik Ykpn,Jalan Gagak Rimang No.1 Balapan,Yogyakarta
Institut Alif Muhammad Imam Syafi'I,Nan,Lamongan
Sekolah Tinggi Teologi Injili Indonesia Samarinda,Jl. Ir. Haji Juanda I. Rt. 20. No. 2A. Samarinda-Kalimantan Timur,Samarinda
Deakin University,Nan,Nan
Stit Sirojul Falah Bogor,Jl. Raya Pemda Kaum Pandak Rt.004/003 Kel. Karadenan Kec. Cibinong Kab. Bogor,Bogor
"Stit As-Salama Tual Maluku Tenggara, Maluku",Jln. Kampus As-Salama Kota Tual,Tual
Akademi Komunitas Kebun Anom,Nan,Nan
Stes Islamic Village Tangerang,Jl.Islamic Raya Kelapa Dua Tangerang,Nan
Universitas Nurul Jadid,"Pp Nurul Jadid Pox Box 1, Karanganyar, Paiton",Probolinggo
Akademi Kebidanan Prima Husada,Jl. Brigdjen H Saptadji No. 19 Cilendek Barat Kota Bogor,Bogor
Sekolah Tinggi Ilmu Hukum Soelthan M Tsjafioeddin,Jl Soelthan M Tsjafioeddin No 29,Singkawang
Universitas Subang,Jalan Ra Kartini Km 3 Subang,Subang
Sekolah Tinggi Ilmu Pertanian Rejang Lebong,Jalan Basuki Rahmat No. 13 Dwi Tunggal Kecamatan Curup Kabupaten Rejang Lebong,Rejang Lebong
Stmik Antar Bangsa,"Jl. Raden Fattah No. 70A, Pondok Aren",Tangerang
Akademi Analis Kesehatan Borneo Lestari Banjarbaru,Jalan Kelapa Sawit No. 8,Banjarbaru
Stikes Kusuma Bangsa,Jl. Pariwisata No. 48,Mataram
Universitas Nusantara Pgri Kediri,Jl Kh Achmad Dahlan 76 Mojoroto,Kediri
Iain Raden Intan Lampung,"Jalan Letnan Kolonel Endro Suratmin, Sukarame, Kota Bandar Lampung, Lampung",Nan
Akademi Kebidanan Wira Husada Nusantara,"Jalan Kecubung No 2, Tlogomas",Nan
Stikes Kurnia Jaya Persada,Jalan Dr Sam Ratulangi Km 4,Palopo
Politeknik Pusmanu,"Jl. Karangdowo No 1, Kec Kedungwuni",Pekalongan
Sekolah Tinggi Ilmu Ekonomi Wilwatikta,"Kebonsari Baru Selatan, Kebonsari",Nan
"Stai Pengembangan Ilmu Al-Qur`An (Staipiq), Kota Padang, Sumatera Barat","Jl. Dr. H. Abdullah Ahmad No. 2 Padang, Sumatera Barat - Indonesia",Padang
Akademi Kebidanan Budi Mulia,"Jl. Wali Songo Rt. 03 Kel. Kenali Besar, Kec. Kotabaru Jambi",Jambi
Akademi Kebidanan Menara Primadani,Soppeng,Maros
Institut Agama Islam Negeri Bone,"Jl. Hos Cokroaminoto Watampone, Kab. Bone, Propinsi Sulawesi Selatan",Bone
Akademi Kebidanan Muhammadiyah Surakarta,Surakarta,Nan
"Stai Al-Falah Cicalengka, Bandung",Jl Kapten Sangun No 6 Cicalengka Bandung Jawa Barat,Bandung
Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,Jln. Kebon Kelapa Blok Barokah Pekopen Tambun Bekasi,Nan
Sekolah Tinggi Ilmu Manajemen Sukma,Jln. Laksana No. 58 E-F Medan,Medan
Stain Kerinci,"Jalan Kapten Muradi, Desa Sungai Liuk, Kecamatan Pesisir Bukit Kota Sungai Penuh",Nan
Universitas Mikroskil,Nan,Medan
Sekolah Tinggi Ilmu Ekonomi Widya Manggalia,Jl Jenderal Sudirman 165-167,Brebes
Sekolah Tinggi Manajemen Informatika Dan Komputer Mulia Darma,Nan,Nan
Sekolah Tinggi Ilmu Ekonomi Prabumulih,Jalan Patra No. 50 Sukaraja Prabumulih Selatan,Prabumulih
Sekolah Tinggi Agama Kristen Luwuk Banggai,Nan,Nan
Akademi Komunitas Negeri Seni Dan Budaya Yogyakarta,Nan,Bantul
Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi,Jl Letjen Sarwo Edie Wibowo Plamongansari,Semarang
Sekolah Tinggi Ilmu Ekonomi Tri Dharma Widya,"Jl Cimandiri No 17 Menteng, Jakapus",Administrasi Jakarta Pusat
Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung,Jalan Kopo No 161,Bandung
Sekolah Tinggi Ilmu Ekonomi Eka Prasetya,Jl Merapi No.08,Nan
Sekolah Tinggi Teknologi Muhammadiyah Karawang,Jalan Kha Dahlan No 10,Nan
Akademi Kebidanan Ngudi Waluyo,Jalan Gedongsongo Mijen,Nan
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Tanjungpura,Nan,Ketapang
Universitas Widya Nusantara,Nan,Palu
Akademi Kebidanan Bina Sejahtera,Jalan Pramuka No. 2,Toraja Utara
Universitas Pgri Kalimantan,Nan,Banjarmasin
Institut Agama Islam Padang Lawas,"Jalan Ki Hajar Dewantara Nomor 66, Dusun Huta Ibus, Kecamatan Lubuk Barumun,",Nan
Institut Seni Budaya Indonesia Tanah Papua,Nan,Sarmi
Stai Madiun Jawa Timur,Jl.Soekarno - Hatta 70B Madiun Jawa Timur,Madiun
Stai Imam Syafi`I Cianjur,"Jalan Sarongge, Desa Ciputri, Kecamatan Pacet Kabupaten Cianjur, Jawa Barat",Cianjur
Sekolah Tinggi Agama Islam Barus,Nan,Tapanuli Tengah
Sekolah Tinggi Agama Islam Nurul Abror Al-Robbaniyin,Nan,Banyuwangi
Sekolah Tinggi Ilmu Syari'Ah Darul Falah Bondowoso Jawa Timur,Jalan Kh. Massyur Desa Ramban Kulon Kec. Cerme Bondowoso,Bondowoso
Universitas Mathla Ul Anwar,Jl Raya Labuan Km 23 Saketi Kab. Pandeglang - Banten,Pandeglang
Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso,Jalan Pulau Kalimantan No.29,Kotabaru
Universitas Sam Ratulangi,Kampus Unsrat Bahu,Manado
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,Jl Makam Kh Ghalib No 112 Kec. Pringsewu,Pringsewu
Politeknik Omna Trisakti Chandra,Nan,Nan
"Stit Muhammadiyah Bangil, Pasuruan",Jl. Alun-Alun Timur No.2 Bangil,Pasuruan
Universitas Nahdlatul Ulama Indonesia,"Taman Amir Hamzah No.5 Kelurahan Pegangsaan, Kecamatan Menteng",Tasikmalaya
Stit Muhammadiyah Trenggalek,-,Nan
Institut Budi Utomo Nasional,Nan,Majalengka
Institut Teknologi Bacharuddin Jusuf Habibie,,Pare Pare
Universitas Persada Indonesia Yai,"Jalan Diponegoro No. 74 Menteng, Jakarta Pusat",Administrasi Jakarta Pusat
Stikes Dharma Landbouw,Jl. Jhoni Anwar No. 29 Ulak Karang Padang,Padang
Stmik Banjarbaru,"Jalan Jendral Ahmad Yani Km. 33,5 Loktabat Banjarbaru Kalimantan Selatan",Banjarbaru
Politeknik Transportasi Darat Indonesia - Sttd,Nan,Bekasi
Stikes An Nasher Cirebon,Pondok Pesantren Tarbiyatul Banin Kaliwadas Sumber,Cirebon
Universitas Muhammadiyah Pare-Pare,Jalan Jenderal Ahmad Yani Km 6,Pare Pare
Stikes Prima Indonesia,"Jl Raya Bintara Km. No 9,6 Bintara - Bekasi Barat - Kota Bekasi",Bekasi
Sekolah Tinggi Ilmu Ushuluddin Wadi Mubarak Bogor Jawa Barat,Desa Kuta Megamendung Bogor Jawa Barat,Bogor
Sekolah Tinggi Ilmu Komputer Medan,Jl. Iskandar Muda No. 45 Medan,Medan
Akademi Kebidanan Bhakti Husada Cikarang,Jl.Ki Hajar Dewantara No.14 Pilar - Cikarang,Bekasi
Akademi Farmasi Theresiana Semarang,Jalan Gajah Mada No 91 Semarang,Nan
Sekolah Tinggi Kesenian Wilwatikta,Jalan Klampis Anom Ii Sukolilo,Surabaya
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Pgri Papua,Nan,Kepulauan Yapen
"Stai Ydi Lubuk Sikaping, Pasaman, Sumatera Barat",Jl. Prof. Dr. Hamka No. 16A Lubuk Sikaping Pasaman Sumatera Barat,Pasaman
Akademi Manajemen Informatika Dan Komputer Mdp,Jalan Rajawali No 14,Nan
Sekolah Tinggi Teologi Cipanas,Jl. Gadog I/36 - Kotak Pos 7 - Cipanas - Pacet,Cianjur
Sekolah Tinggi Teknologi Duri,,Nan
Sekolah Tinggi Teologi Hasta Marturia Manado,"Jl. Cendrawasih 07, Link 02, Karombasan Selatan",Nan
Politeknik Masamy Internasional,"Jalan Ikan Paus, Desa Kertosari",Nunukan
Universitas Djuanda,Jalan Tol Ciawi No.1 Ciawi Bogor,Bogor
Stikes Bina Generasi Polewali Mandar,Jalan Muhammad Yamin Manding,Polewali Mandar
Akademi Akuntansi Sapta Widya Tama,Lingkar Barat Nogotirto,Nan
Universitas Ichsan Gorontalo Utara,Nan,Gorontalo Utara
Stai Ki Ageng Pekalongan,Jl. Simpang Tiga Sedayu Wonopringgo Pekalongan,Pekalongan
Stai La Tansa Mashiro Rangkasbitung Lebak,Jl Soekarno Hatta (By Pass) Pasirjati Rangkasbitung Lebak-Banten,Lebak
Sekolah Tinggi Teologi Hagiasmos Mission Jakarta,Jl. Kamal Raya Ruko Kencana Bunda No.89 L Dan 88X,Bogor
Politeknik Pembangunan Pertanian Gowa,Nan,Gowa
Universitas Teknologi Bandung,Nan,Bandung
Akademi Keperawatan Patria Husada Surakarta,Jl. Sumpah Pemuda 50 Mojosongo Surakarta,Surakarta
Sekolah Tinggi Ilmu Komunikasi Internasional Gurindam Archipelago,Jalan Ahmad Yani No 14,Nan
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Oku Timur,Nan,Ogan Komering Ulu Timur
Sekolah Tinggi Ilmu Maritim Mega Buana,Nan,Nan
Sekolah Tinggi Teologi Pentakosta Mooat,,Bolaang Mongondow Timur
Sekolah Tinggi Ilmu Ekonomi Yapti Jeneponto,Jalan M Ali Gassing No 1,Jeneponto
Sekolah Tinggi Ilmu Kesehatan Maharani,Jl Simpang Candi Panggung 133,Malang
Politeknik Bina Trada Semarang,Nan,Semarang
Stain Al-Fatah Jayapura,"Jl Merah Putih, Buper Waena, Distrik Heram",Nan
Sekolah Tinggi Ilmu Tarbiyah Internasional Muhammadiyah Batam,Nan,Bombana
Politeknik Kesehatan Ummi Khasanah,"Jalan Pemuda, Gandekan, Bantul",Bantul
Stai Persis Garut,Jl. Aruji Kartawinata Depan Lap. Ciateul Ciawitali Tarogong Kidul Garut,Garut
Sekolah Tinggi Ilmu Pertanian Yashafa,Jalan Singkil-Subussalam,Aceh Singkil
Sekolah Tinggi Ilmu Manajemen Shanti Bhuana,,Landak
Institut Pesantren Sunan Drajat Lamongan,-,Lamongan
Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo,Jalan Ampera No. Gg 1-2 Kota Baru Pontianak,Pontianak
Sekolah Tinggi Agama Islam Negeri Majene,-,Majene
Sekolah Tinggi Ekonomi Dan Bisnis Islam Persatuan Umat Islam Bogor Jawa Barat,Gedung Al-Ittihad/Ittihad Jl. Raya Warung Borong Rukun Tetangga 03 Rukun Warga 0,Bogor
Akademi Kesehatan Arga Husada,Jl. Mayjend Mas Isman 1,Kepulauan Talaud
Akademi Parawisata Kendari,Jalan Mayjend S Parman No 84,Nan
Akademi Kebidanan Bina Husada Jember,Jalan Tidar No. 19 Jember,Nan
Sekolah Tinggi Ilmu Manajemen Lasharan Jaya,Jl Abdullah Daeng Sirua No 106,Makassar
Sekolah Tinggi Khonghucu Indonesia,"Jl. Sunan Bonang Nomor 121, Dukuhwaluh, Kecamatan Purwokerto Barat",Banyumas
Sekolah Tinggi Ilmu Ekonomi Yapi Bone,Jalan Andi Muh. Yusuf No.21,Nan
Politeknik Kesehatan Putra Indonesia Malang,Nan,Malang
Sekolah Tinggi Teknologi Indragiri,Rengat,Indragiri Hulu
Akademi Kebidanan Gema Nusantara Bekasi,Jl. Kapuk Raya No. 01 Kel. Pengasinan Kec. Rawa Lumbu Bekasi,Nan
Stkip Pgri Sampang,Jl Raya Torjun Indah No. 122 Sampang Madura-Jawa Timur,Sampang
Universitas Nagoya Indonesia,Nan,Batam
Sekolah Tinggi Ilmu Administrasi Yppt Priatim Tasikmalaya,Jl Perintis Kemerdekaan No 200,Tasikmalaya
Akademi Komunitas Darun Najah,Nan,Nan
Akademi Kebidanan Harapan Ibu Langsa,Jl Lilawangsa Geudubang Jawa,Langsa
Universitas Hindu Indonesia,"Jalan Sangalangit Tembau, Penatih",Denpasar
Institut Teknologi Alberth Foenay,Nan,Kupang
Stai Jam`Iyah Mahmudiyah Langkat,Jl. Syekh M. Yusuf No. 24 Tanjung Pura - Langkat,Langkat
Akademi Teknik Fajar Indonesia Surakarta,,Nan
Universitas Nahdlatul Ulama Cirebon,Jalan Sisingamangaraja Nomor 33 - Cirebon,Cirebon
Universitas Lakidende Unaaha,Jl Sultan Hasanuddin No 234,Konawe
Akademi Keperawatan Aisyiyah Bandung,Jalan Banteng Dalam No 6,Nan
Stkip Agama Hindu Singaraja,Jalan Pulau Timor No 24 Singaraja - Bali,Buleleng
Politeknik Poliprofesi Medan,Jalan Sei Batanghari No 3-4,Nan
Sekolah Tinggi Ilmu Ekonomi Adhy Niaga,Jalan Jend Sudirman Km.31 No. 2,Nan
Akademi Kebidanan Inau,Makassar,Nan
Akademi Pariwisata Muhammadiyah Jember,Jalan Karimata No 49,Nan
Stai Nurul Hidayah Lebak Banten,Jl.Raden Abbas No.55.Lebak Jaha Malingping Banten,Lebak
Sekolah Tinggi Ilmu Ekonomi Pariwisata Satya Widya,Jl Raya Menur No 2-A,Nan
Akademi Kebidanan Delima,"Pelud Binaka Desa Ononamolo, Gunung Sitoli",Nan
Politeknik Transportasi Sungai Danau Dan Penyeberangan,Nan,Banyuasin
Universitas Batanghari Jambi,"Jalan Slamet Riyadi - Broni, Kec. Telanaipura - Jambi",Jambi
Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,Sangatta,Kutai Timur
Universitas Nahdlatul Ulama Sunan Giri,Jl. A. Yani No. 10,Bojonegoro
Akademi Keuangan Perbankan Widya Buana,Jalan Ki Mangunsarkoro No 17,Nan
Akademi Komunitas Kelautan Dan Perikanan Wakatobi,Nan,Wakatobi
Sekolah Tinggi Ilmu Ekonomi Syariah Bengkalis,Jalan Poros Sungai Alam - Selat Baru Kecamatan Bengkalis Kabupaten Bengkalis,Bengkalis
Universitas Pgri Wiranegara,"Jl Ki Hajar Dewantara No. 27-29, Kel. Tembokrejo, Kec. Purworejo",Kepulauan Talaud
Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,Nan,Cianjur
Sekolah Tinggi Ilmu Bahasa Asing Nusa Mandiri,Jalan Ir H Juanda No 39,Nan
Universitas Sulawesi Raya,Nan,Makassar
Politeknik Stia Lan Bandung,Jalan Cimandiri No. 34 - 38 Bandung,Bandung
Universitas 'Aisyiyah Surakarta,"Jl. Ki Hajar Dewantoro No. 10, Kentingan Jebres",Surakarta
Sekolah Tinggi Ilmu Kesehatan Kendal,Jalan Laut No 31 Kendal,Kendal
Institut Teknologi Al Mawaddah Warrahmah Kolaka,Nan,Nan
Akademi Kebidanan Paluta Husada,Jl. Gunung Tua-Sibuhuan Km. 5 Aek Haruaya,Nan
Stkip Muhammadiyah Rappang,Jalan Angkatan 45 No 1-A Lautang Salo,Nan
Politeknik Bunda Kandung,Jl Tanjung Barat Selatan No 1 Lenteng Agung,Nan
Sekolah Tinggi Teknologi Nusantara Indonesia,"Jl Baruga Raya, Antang, Makassar",Konawe Selatan
Akademi Keperawatan Kosgoro Mojokerto,"Jl. Surodinawan No.15, Surodinawan, Prajurit Kulon,",Nan
Stiu Dirosat Islamiyah Al-Hikmah Jakarta Selatan,Jl. Bangka 3A No.25 Pela Mampang,Administrasi Jakarta Selatan
Universitas Muhammadiyah Kendari,Jalan Kh Ahmad Dahlan No 10,Kendari
Universitas Katolik Parahyangan,Jalan Ciumbuleuit No 94,Bandung
Institut Teknologi Calvin,Nan,Administrasi Jakarta Pusat
Sekolah Tinggi Ilmu Kesehatan Darmo,Nan,Deli Serdang
Universitas Bina Insan,Nan,Lubuk Linggau
"Sties Indonesia Purwakarta, Jawa Barat",Jl. Veteran No 150-152 Ciseureuh Purwakarta.,Natuna
Universitas Nurul Huda,Nan,Ogan Komering Ulu Timur
Sekolah Tinggi Ilmu Administrasi Bina Taruna,Jl Jaksa Agung Suprapto No 40,Nan
Sekolah Tinggi Teologi Baptis Kalvari Jakarta,Nan,Administrasi Jakarta Pusat
Politeknik Siber Cerdika Internasional,Nan,Cirebon
Universitas Bali Dwipa,Jl. Pulau Flores No. 5,Denpasar
Stkip Pgri Nganjuk,Jl Abdulrahman Saleh No 21,Natuna
Stmik Teknokrat,Jalan Za Pagar Alam No 9-11 Labuhan Ratu,Nan
Universitas Multi Data Palembang,Nan,Palembang
Stai Bunga Bangsa Cirebon,Jalan Widarasari Iii Tuparev Cirebon,Nan
Akademi Kebidanan Sumatera Barat,Jln. Sungai Abang Kecamatan Lubuk Alung Kabupaten Padang Pariaman,Nan
Akademi Kebidanan Bunga Bangsa Idi,Idi,Nan
Sekolah Tinggi Bahasa Asing Buddhi,Jalan Imam Bonjol No 41 Karawaci Tangerang,Nan
Universitas Ngudi Waluyo,Jalan Gedong Songo Candirejo,Semarang
Politeknik Negeri Bandung,Jln.Gegerkalong Hilir Desa Ciwaruga,Bandung
Universitas Muhammadiyah Kalimantan Timur,Jalan Ir H Juanda No 15,Samarinda
Sekolah Tinggi Agama Islam Yasni Muara Bungo,Jl. Lintas Sumatera Km.4 Sungai Binjai Kec. Bathin Iii Kab. Bungo Jambi,Bungo
Akademi Komunitas Presiden,Nan,Nan
Institut Teknologi Dan Sains Mandala,Nan,Jember
Stie Nagoya Indonesia,Nan,Batam
Sekolah Tinggi Ilmu Ekonomi Nu Trate,Jl Kh Abdul Karim No 60 Gresik,Gresik
Akademi Sekretari Dan Manajemen Pitaloka,Jalan Duren Tiga No 12,Nan
Institut Teknologi Dan Bisnis Karya Pembangunan Papua,Nan,Jayapura
Stkip Pgri Manado,Jalan Ahmad Yani No 19,Nan
Sekolah Tinggi Ilmu Ekonomi Kebangsaan Bireuen,"Jl. Banda Aceh - Medan, Blang Bladeh",Nan
Sekolah Tinggi Ilmu Pertanian Mujahidin Toli-Toli,Jalan Dr Sam Ratulangi No 51,Banggai
Akademi Pariwisata Bunda Mulia,Jalan Lodan Raya No 2,Nan
Sekolah Tinggi Ilmu Kesehatan Ikifa,Nan,Kepulauan Talaud
Stkip Darud Da Wah Wal Irsyad Pinrang,Jalan Andreas Wahani No 27,Nan
Stai Barumun Raya Sibuhuan,"Jl. Ki Hajar Dewantara No. 66 B Sibuhuan, Padang Lawas",Nan
Akademi Kebidanan Kamanre Palopo,Jalang Benteng Raya I No 7,Nan
Akademi Kesehatan Lingkungan Pemprov Sumatera Selatan,,Nan
Akademi Kebidanan Pemerintah Kabupaten Kudus,Jl. Lukmonohadi No. 19 Kudus,Nan
Sekolah Tinggi Musik Basuki Indonesia,Basuki Building Jl. Pulo Lentut No.2,Nan
Akademi Kebidanan Trinita Manado,Jl El-Manibang No 27 Malalayang Manado,Nan
Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat,Jalan R Soeprapto No 14,Indragiri Hulu
Stmik Dharmasraya,Jalan Lintas Sumatera Km 18 Kecamatan Koto Baru Kabupaten Dharmasraya,Nan
Stain Ternate,,Nan
Sekolah Tinggi Teologi Dian Halmahera,"Jl, Ir. Soekarno Desa Akediri Kec. Jaiolo",Nan
Stai Ar-Rosyid Surabaya,Jl. Lontar 129 Sambi Kerep Surabaya,Surabaya
Sekolah Tinggi Ilmu Tarbiyah Lakbok,"Jl. Pengairan Dsn Kedungturi Rt 005 Rw 002 Desa Baregbeg, Kecamatan Lakbok, Kabupaten Ciamis, Provinsi Jawa Barat",Ciamis
Institut Teknologi Bisnis Dan Kesehatan Muhammadiyah Muna Barat,Nan,Muna Barat
Institut Agama Islam Azmi Kotamobagu Sulawesi Utara,Jl. Piere Tendean Gang Bohusami,Nan
Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur,-,Sumenep
Universitas Mitra Indonesia,Nan,Bandar Lampung
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Citra Bakti,"Jl. Bajawa-Ende, Malanuza, Mataloko, Kab. Ngada, Flores-Ntt",Ngada
Akademi Perawat Kesehatan Provinsi Ntb,"Jl. Soekarno Hatta, Sakra, Lombok Timur, Ntb",Nan
Politeknik Perkeretaapian Indonesia Madiun,Nan,Madiun
Sekolah Tinggi Ilmu Pertanian Swarna Dwipa,Jalan Gatot Subroto Km 7 Jake Teluk Kuantan,Nan
Amik Bumi Nusantara,Cideng Raya No 181 Ds Kertawinangun-Kec. Kedawung,Cirebon
Politeknik Pariwisata Palembang,Jl. Sapta Pesona No. 10 Kelurahan Silaberanti Kecamatan Seberang Ulu 1 Palembang,Palembang
Sekolah Tinggi Agama Islam Al-Kifayah Riau,Nan,Pekanbaru
Stikes Hutama Abdi Husada Tulungagung,Jl Dr Wahidin Sudiro Husodo,Tulungagung
Universitas Nahdlatul Ulama Kalimantan Barat,Jl. Kh. Ahmad Dahlan No. 72,Kubu Raya
Sekolah Tinggi Pariwisata Soromandi Bima,Jl. Lintas Soromandi Desa Punti,Bima
Institut Transportasi Dan Logistik Trisakti,"Jalan Ipn No 2, Cipinang Besar",Administrasi Jakarta Timur
Politeknik Ppkp,"Jalan Kaliurang Km 4,5 Gg Kinanti",Nan
Sekolah Tinggi Penyuluhan Pertanian (Stpp) Magelang,"Jl. Magelang - Kopeng Km. 7 Kotak Pos 152, Magelang, Jawa Tengah, Indonesia.",Magelang
Politeknik Kesehatan Jember,Nan,Jember
Institut Az Zuhra,Nan,Pekanbaru
Universitas Andalas,Kampus Universitas Andalas Limau Manis,Padang
Stah Negeri Mpu Kuturan Singaraja Bali,Jl. Kresna Gg. Iii No. 2 B Singaraja,Buleleng
Akademi Sekretari Manajemen Indonesia Lpi Makassar,Jalan Bung No 30 Tamalanrea,Nan
Universitas Parna Raya,Nan,Manado
Institut Teknologi Sawit Indonesia,Jalan Willem Iskandar (Jl. Pancing) Kelurahan Medan Estate Kecamatan Percut Sei Tuan,Deli Serdang
Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja,Jln. Prof. Dr. Hamka No. 541-A Baturaja.,Ogan Komering Ulu
Politeknik Semen Indonesia,Nan,Gresik
Institut Ahmad Dahlan Probolinggo,Jalan Mahakam Nomor 01 Desa Kedopok,Probolinggo
Stkip Sinar Pancasila,"Jln. Bakateu, No. 9 Betun",Malaka
Stkip Pgri Sumenep,"Jl Trunojoyo, Gedungan",Sumenep
"Stai Sulthan M. Syafi`Uddin Sambas, Kalimantan Barat","Jl. Raya Sejangkung, No.126, Kawasan Pendidikan, Desa Sebayan, Kecamatan Sambas",Nan
Politeknik Kartini Jakarta,Nan,Administrasi Jakarta Selatan
Universitas Islam Negeri Raden Mas Said Surakarta,Jalan Pandawa Pucangan Kecamatan Kartasura Kabupaten Sukoharjo Propinsi Jawa Tengah No. Telp (0271)781516 Fax: (0271)782774,Sukoharjo
Sekolah Tinggi Ilmu Ekonomi Pioner Manado,Jl. Yos Sudarso No. 33B Kelurahan Paal Ii. Kecamatan Paal Ii,Manado
Stit Syekhsaman Al-Hasan,Jl. Cinta Maju -Kong Bur Kampung Cinta Maju,Gayo Lues
Institut Sains Dan Teknologi Al-Kamal,"Jl. Raya Al-Kamal No. 2, Kedoya Selatan, Kebon Jeruk, Jakarta Barat",Administrasi Jakarta Barat
Stt Oikumene Injili Sidikalang,"Jl. Rimo Bunga No. 19, Panji Bako-Sidikalang-Dairi-Sumatera Utara",Nan
Universitas Hang Tuah,Jl Arief Rachman Hakim No 150,Surabaya
Akademi Bahasa Asing Nurdin Hamzah,Jalan Soemantri Brojonegoro Lr Mawar Ii,Nan
Akademi Bank Dan Keuangan Swadaya,Jln. Yose Rizal No. 3-A,Nan
Universitas Nuku,Jl Pahlawan Nuku No 1 Soasio Halmahera Tengah,Tidore Kepulauan
Poltekkes Kemenkes Palembang,"Jl.Jenderal Sudirman Km.3,5 Komplek Rsmh No.1365 Samping Masjid Ash-Shofa Palem",Palembang
Stis Al-Hilal Sigli Kab. Pidie,Jalan Lingkar Keuniree - Pidie - Aceh,Nan
Stikes Kusuma Husada Surakarta,Jalan Jaya Wijaya No 11 Kadipiro,Nan
Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima,Jalan Anggrek No 16 Ranggo Nae,Bima
Stimik Banjarnegara,,Nan
Sekolah Tinggi Ilmu Kesehatan Borneo Nusantara,Nan,Banjarmasin
Akademi Manajemen Bisnis Bina Darma Swakarya,Jalan Mh Thamrin No.9,Nan
Poltekkes Kemenkes Kalimantan Timur,Jl. Kurnia Makmur No. 64 Samarinda,Samarinda
Universitas Pendidikan Nasional,Jl. Bedugul No. 39 Sidakarya,Denpasar
Sekolah Tinggi Ilmu Kesehatan Rs Haji Medan,Jl. Rs. Haji Medan Estate - Medan Estate Kecamatan Percut Sei Tuan Kabupaten Del,Deli Serdang
Stt Pelita Dunia Banten,Jl. Kelapa Gading Selatan Blok Ah 10 No. 24 - 16 Gading Serpong,Tangerang
Akademi Pariwisata Ars Internasional,Jl Sekolah Internasional No 1 Antapani,Nan
Universitas Abdurachman Saleh,Jalan Pb Sudirman No 7,Situbondo
Akademi Maritim Suaka Bahari,Jalan Jenderal Sudirman No 156 Ciperna,Cirebon
Stikes Muhammadiyah Klaten,Jl Jombor Indah Km 1 Klaten,Klaten
Universitas Ary Ginanjar,Nan,Nan
Stkip Pelita Pratama,Nan,Nan
Politeknik Nusantara Makassar,Nan,Gowa
Universitas Simalungun,Jalan Sisingamangaraja Barat,Pematangsiantar
Sekolah Tinggi Ilmu Tarbiyah Bolaang Mongondow Kotamobagu Sulawesi Utara,"Jl. Panorama , Gigoman Kotamobagu Sulawesi Utara",Tojo Una Una
Amik Umel Mandiri,Jalan Kotaraja Abepura,Nan
Sekolah Tinggi Teologi The Truth Jakarta,"Wisma Rmk Lt.4, Jl. Puri Kencana Blok M4/No.1 Kembangan",Nan
Universitas Warmadewa,Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali,Denpasar
Politeknik Cilacap,Jl. Dr Soetomo Sidakaya Cilacap,Nan
Akademi Kebidanan Bali Wisnu Dharma,Jl. Cargo Saridana Iv No. 1,Badung
Stie Islam Bumiayu,Stie Islam Bumiayu,Nan
Akademi Manajemen Koperasi Graha Karya,Gajah Mada (Kampus Teratai),Nan
Institut Teknologi Bisnis Dan Administrasi Al Gazali Barru,Nan,Nan
Stikes Bhakti Mulia,"Jalan Matahari 1 Tulungrejo, Pare",Kediri
Politeknik Astra,"Komplek Astra International Ged. B, Lt.5, Jl. Gaya Motor Raya No. 8, Sunter Ii, Sungai Bambu, Tanjung Priok – Jakarta Utara",Bekasi
